event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
HTI4551,"07 September 2023",2023,1,"Political violence","Violence against civilians",Attack,"Belair Gang",,3,"Civilians (Haiti)",,7,37,"Civilian targeting",332,Caribbean,Haiti,Ouest,Port-au-Prince,,Port-au-Prince,18.5435,-72.3388,1,"Haiti Standard",National,"On 7 September 2023, in Port-au-Prince, Ouest, for the second consecutive day, members of the Belair Gang attacked residents and burned houses in the Solino neighbourhood. An unspecified number of civilians were killed and injured. Unknown fatalities coded as 3.",3,,1694459967
HTI4552,"07 September 2023",2023,1,"Strategic developments","Strategic developments",Other,"Civilians (Haiti)",,7,,,0,70,,332,Caribbean,Haiti,Ouest,Port-au-Prince,,Port-au-Prince,18.5435,-72.3388,1,Alterpresse,National,"Non-violent activity: On 7 September 2023, in Port-au-Prince, Ouest, residents set up barricades of tree branches, trucks, and other vehicles to block access to the Nazon neighbourhood. It happened as Belair gang members attacked civilians in the area the day before (coded separately).",0,,1694459967
HTI4541,"06 September 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Haiti)",,3,"Police Forces of Haiti (2017-)",,1,13,,332,Caribbean,Haiti,Ouest,"Croix Des Bouquets",Thomazeau,Thomazeau,18.6521,-72.0938,1,"Le Nouvelliste",National,"On 6 September 2023, in Thomazeau, Ouest, unidentified gang members attacked a police station, forcing the officers to leave their posts. Casualties unknown.",0,,1694459967
HTI4550,"06 September 2023",2023,1,"Political violence",Battles,"Armed clash","Belair Gang",,3,"Police Forces of Haiti (2017-)",,1,13,,332,Caribbean,Haiti,Ouest,Port-au-Prince,,Port-au-Prince,18.5435,-72.3388,1,"Alterpresse; Haiti Press Network; Haiti Progress; Haiti Standard; Le Nouvelliste; Metropole; Rezo Nodwes",National,"On 6 September 2023, in Port-au-Prince, Ouest, members of the Belair Gang clashed with police forces as they attacked residents and burned houses in the Solino, Nazon, Bas Delmas, Delmas 24, Corridor Bastia, and Carrefour Pean neighbourhoods, among others. During clashes, a police officer and several gangsters were killed. An unspecified number of civilians were killed and injured. Among the fatal victims, there was an university teacher. At least 2 fatalities.",2,,1694459967
HTI4542,"05 September 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Haiti)",,6,,,0,60,,332,Caribbean,Haiti,Ouest,Leogane,"Petit Goave",Petit-Goave,18.4312,-72.8652,1,"Le Nouvelliste",National,"On 5 September 2023, in Petit-Goave, Ouest, residents held a protest to decry insecurity and demanding the resignation of national authorities.",0,"crowd size=no report",1694459967
HTI4549,"04 September 2023",2023,1,"Political violence",Battles,"Armed clash","Police Forces of Haiti (2017-)",,1,"Unidentified Gang (Haiti)",,3,13,,332,Caribbean,Haiti,Ouest,Port-au-Prince,,Port-au-Prince,18.5435,-72.3388,1,"Le Nouvelliste",National,"On 4 September 2023, in Port-au-Prince, Ouest, the police shot and killed several gangsters as security forces carried out an anti-gang operation in the Carrefour-Feuilles neighbourhood. Unknown fatalities coded as 3.",3,,1694459967
HTI4538,"02 September 2023",2023,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Palmiste Gang",,3,"Civilians (Haiti)",,7,37,"Civilian targeting",332,Caribbean,Haiti,Artibonite,Dessalines,"Petite Riviere de l'Artibonite","Petite Riviere de l'Artibonite",19.124,-72.4817,1,"Alterpresse; France Info",National-International,"On 2 September 2023, in Petite Riviere de l'Artibonite, Artibonite, members of the Palmiste Gang kidnapped around 20 civilians. According to one resident, the gangsters had a list with the names of the people who they had to abduct. The whereabouts of the victims are unknown.",0,,1694459967
HTI4539,"02 September 2023",2023,1,"Political violence","Violence against civilians",Attack,"Baz Gran Grif de Savien Gang",,3,"Civilians (Haiti)",,7,37,"Civilian targeting",332,Caribbean,Haiti,Artibonite,"Saint Marc",Verrettes,Liancourt,19.1263,-72.5409,1,"Alterpresse; France Info",National-International,"On 2 September 2023, in Liancourt, Artibonite, members of the Baz Gran Grif de Savien Gang fired shots, looted several houses, and kidnapped more than 30 people who travelled in a truck. The whereabouts of the victims are unknown. Casualties unknown.",0,,1694459967
HTI4548,"02 September 2023",2023,1,"Strategic developments","Strategic developments","Change to group/activity","Police Forces of Haiti (2017-)",,1,,,0,10,,332,Caribbean,Haiti,Ouest,Port-au-Prince,,Port-au-Prince,18.5435,-72.3388,1,"Alterpresse; Metropole; Rezo Nodwes",National,"Security measures: On 2 September 2023, in Port-au-Prince, Ouest, the Central Direction of the Administrative Police (DCPA) of the National Police of Haiti declared a state of emergency in the national territory until further notice. The measure was taken as a response to the threat of gang violence and insecurity in the country, and with the aim of mobilizing law enforcement agents and strengthening their presence on the ground.",0,,1694459967
HTI4554,"02 September 2023",2023,1,"Political violence",Battles,"Armed clash","Police Forces of Haiti (2017-)",,1,"Unidentified Gang (Haiti)",,3,13,,332,Caribbean,Haiti,Ouest,Port-au-Prince,,"Port-au-Prince - Delmas",18.5447,-72.3028,1,"Le Nouvelliste; PNH: National Police of Haiti; Rezo Nodwes",National,"On 2 September 2023, in Port-au-Prince - Delmas, Ouest, in the early morning, police forces shot and killed three gang members and injured another one during an intervention to thwart a kidnapping attempt, in Delmas 31. A vehicle and some weapons were seized. 3 fatalities, 1 injured.",3,,1694459967
HTI4534,"01 September 2023",2023,1,"Strategic developments","Strategic developments",Other,"Civilians (Haiti)",,7,,,0,70,,332,Caribbean,Haiti,Ouest,Port-au-Prince,,Port-au-Prince,18.5435,-72.3388,1,"Le Nouvelliste",National,"Other: On 1 September 2023, in Port-au-Prince, Ouest, masked civilians set up barricades with electricity pylons to protect them from the arrival of gangsters to the Canape-Vert neighbourhood.",0,,1693853089
HTI4535,"01 September 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Haiti)",,6,,,0,60,,332,Caribbean,Haiti,Ouest,Port-au-Prince,,Port-au-Prince,18.5435,-72.3388,1,"Le Nouvelliste",National,"On 1 September 2023, in Port-au-Prince, Ouest, political militants held a sit-in protest in front of the First Instance Court, in Lalue neighbourhood, against the violence and abuses of gangs across the country. Protesters also decried the indifference of the state authorities regarding gang attacks in Carrefour-Feuilles and Tabarre communes.",0,"crowd size=no report",1693853089
HTI4536,"01 September 2023",2023,2,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Haiti)",,3,"Civilians (Haiti)","Military Forces of Haiti (2017-)",7,37,"Civilian targeting",332,Caribbean,Haiti,Ouest,Port-au-Prince,,"Port-au-Prince - Delmas",18.5447,-72.3028,1,"Gazette Haiti; Le Nouvelliste; Rezo Nodwes",National,"Around 1 September 2023 (between 31 August - 1 September), in Port-au-Prince - Delmas, Ouest, unidentified armed men shot and killed a military officer in front of his residence, in Delmas 33. 1 fatality.",1,,1693853089
HTI4553,"01 September 2023",2023,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Haiti)",,3,"Civilians (Haiti)","Labor Group (Haiti)",7,37,"Civilian targeting",332,Caribbean,Haiti,Ouest,Port-au-Prince,,"Port-au-Prince - Delmas",18.5447,-72.3028,1,"Gazette Haiti; Haiti Progress; Le Nouvelliste",National,"On 1 September 2023, in Port-au-Prince - Delmas, Ouest, unidentified armed men moving in a vehicle and two individuals riding motorcycles kidnapped two employees of the National Old Age Insurance Office (ONA) when they were about the enter their posts, in Delmas 31. The kidnapping was recorded by a surveillance camera. The perpetrators demanded a ransom of unknown nature as a condition for the victims' liberation. The whereabouts of the victims are unknown.",0,,1694459967
HTI4532,"31 August 2023",2023,1,"Political violence",Battles,"Armed clash","Police Forces of Haiti (2017-)",,1,"Air Force Clan Gang",,3,13,,332,Caribbean,Haiti,Nord-Ouest,"Port De Paix","Port de Paix",Port-de-Paix,19.9389,-72.8326,1,"Le Nouvelliste; PNH: National Police of Haiti",National,"On 31 August 2023, in Port-de-Paix, Nord-Ouest, police forces shot and killed a gangster during a clash in the Demelus area. The deceased was described as an affiliate of the Air Force Clan Gang. 1 fatality.",1,,1693853089
HTI4533,"31 August 2023",2023,1,"Political violence","Violence against civilians",Attack,"Grand-Ravine Gang",,3,"Civilians (Haiti)",,7,37,"Civilian targeting",332,Caribbean,Haiti,Ouest,Port-au-Prince,,Port-au-Prince,18.5435,-72.3388,1,"Le Nouvelliste; Loop News Haiti; Metropole; Rezo Nodwes",National,"On 31 August 2023, in Port-au-Prince, Ouest, members of the Grand-Ravine Gang attacked residents in the Carrefour-Feuilles neighbourhood. The gangsters threw Molotov cocktails, fired shots near Jeremie square, burned, and looted some houses and churches. Several civilians were killed, including two members of a family whose house was firebombed. Several others were injured by gunshots. The bullets reached the facilities of the Medicine Faculty. Unknown fatalities coded as 3, including the killed man.",2,,1693853089
HTI4555,"31 August 2023",2023,1,"Strategic developments","Strategic developments","Looting/property destruction","Police Forces of Haiti (2017-)",,1,"Unidentified Gang (Haiti)",,3,13,,332,Caribbean,Haiti,Sud-Est,Jacmel,Jacmel,Jacmel,18.2343,-72.5354,1,"Le Nouvelliste; PNH: National Police of Haiti",National,"Property destruction: On 31 August 2023, in Jacmel, Sud-Est, overnight, police forces seized more than 9 tones of marijuana during a security operation at a house, on Sainte-Helena Street, in Bas-Lavoute section. Two drug dealers were arrested.",0,,1694459967
HTI4530,"30 August 2023",2023,2,"Political violence",Battles,"Armed clash","Police Forces of Haiti (2017-)",,1,"Unidentified Gang (Haiti)",,3,13,,332,Caribbean,Haiti,Ouest,"Croix Des Bouquets","Croix Des Bouquets",Croix-des-Bouquets,18.5768,-72.2263,1,"Alterpresse; Le Nouvelliste; PNH: National Police of Haiti",National,"Around 30 August 2023 (as reported), in Croix-des-Bouquets, Ouest, police forces shot and killed the leader of a gang operating in Cite Doudoune. 1 fatality.",1,,1693853089
HTI4531,"30 August 2023",2023,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Haiti)",,3,"Civilians (Haiti)","Health Workers (Haiti)",7,37,"Civilian targeting",332,Caribbean,Haiti,Ouest,Port-au-Prince,,Port-au-Prince,18.5435,-72.3388,1,"Le Nouvelliste; Rezo Nodwes",National,"On 30 August 2023, in Port-au-Prince, Ouest, unidentified armed men kidnapped a doctor and urology specialist in front of a pharmacy, on Berne Street. There is no information on the perpetrators, although latest reports suggest that most abductions are gang-related. The victim was released on 3 September after a ransom of unknown nature was paid to the kidnappers.",0,,1694459967
HTI4547,"30 August 2023",2023,1,"Strategic developments","Strategic developments","Looting/property destruction","Grand-Ravine Gang",,3,"Civilians (Haiti)","Journalists (Haiti)",7,37,,332,Caribbean,Haiti,Ouest,Port-au-Prince,,Port-au-Prince,18.5435,-72.3388,1,"Haiti Progress; Rezo Nodwes",National,"Property destruction: On 30 August 2023, in Port-au-Prince, Ouest, members of the Grand-Ravine Gang set fire to the house of a Radio Kiskeya employee in the Carrefour-Feuilles neighbourhood. Some documents and family files were burned. He and his family fled the property and took refuge nearby. On the same day, members of this gang burned the house of another radio journalist from Radio-Tele Espace. Casualties unknown.",0,,1694459967
HTI4529,"29 August 2023",2023,1,"Political violence",Battles,"Armed clash","Grand-Ravine Gang",,3,"Police Forces of Haiti (2017-)",,1,13,,332,Caribbean,Haiti,Ouest,Port-au-Prince,,Port-au-Prince,18.5435,-72.3388,1,"Alterpresse; Le Nouvelliste; Loop News Haiti; Metropole",National,"On 29 August 2023, in Port-au-Prince, Ouest, members of the Grand-Ravine Gang set fire to a police station in Savane Pistache, chasing and forcing the officers to leave their posts. A number of nearby houses were also burned. At least four people were killed during the attack (affiliation unknown). The gangsters posted a video on social media showing the police station on fire. At least 4 fatalities.",4,,1693853089
HTI4527,"28 August 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Haiti)",,3,"Police Forces of Haiti (2017-)",,1,13,,332,Caribbean,Haiti,Ouest,Port-au-Prince,,Port-au-Prince,18.5435,-72.3388,1,"Alterpresse; Gazette Haiti",National,"On 28 August 2023, in Port-au-Prince, Ouest, unidentified gangsters shot at a police patrol on Lamarre street in Poste-Marchand area, killing an officer. The corpse of the deceased was taken by the gangsters despite the efforts of the other policemen, who engaged in a clash with the criminals to prevent them from stealing the body. 1 fatality.",1,,1693853089
HTI4528,"28 August 2023",2023,1,"Political violence","Violence against civilians",Attack,"Vitelhomme Gang",,3,"Civilians (Haiti)","Labor Group (Haiti)",7,37,"Civilian targeting",332,Caribbean,Haiti,Ouest,Port-au-Prince,,"Port-au-Prince - Tabarre",18.5833,-72.2667,1,"Alterpresse; Le Nouvelliste; Loop News Haiti; Rezo Nodwes",National,"On 28 August 2023, in Port-au-Prince - Tabarre, Ouest, Vitelhomme gang members shot and killed two civilians who were in a vehicle near the US Embassy. The gangsters also fired shots against the Vehicle Insurance Office Against Third Parties (OAVCT) as they tried to take control of the facilities. Employees at place tried to escape from the shots, although several were injured. As gunshots were heard around the commune, some residents fled their homes. 2 fatalities, several injured.",2,,1693853089
HTI4525,"26 August 2023",2023,1,Demonstrations,Riots,"Violent demonstration","Rioters (Haiti)","Evangelical Christian Group (Haiti)",5,"Canaan Gang",,3,35,,332,Caribbean,Haiti,Ouest,"Croix Des Bouquets","Croix Des Bouquets","Bon Repos",18.6257,-72.2709,2,"Alterpresse; Haiti Progress; Le Nouvelliste; Rezo Nodwes",National,"On 26 August 2023, between Port-au-Prince - Tabarre and Bon Repos, Ouest, hundreds of parishioners, called by a priest from the Piscine de Bethesda Evangelical Church, held a march from Caradeux neighbourhood (Tabarre) demanding the dismantling of the Canaan Gang. Among the demonstrators, there were individuals dressed in green uniforms and armed with machetes, sticks, and riffles. As the crowd marched through Rosemberg (Bon Repos), members of the Canaan gang opened fire on them, leading to clashes with the armed demonstrators, who had joined the march to confront the gangsters. At least 50 civilians were killed, including a girl, and several others were injured. At least a woman got her face wounded by the gunshots. More than 10 parishioners were kidnapped. Some of them were tortured and burned alive, as showed by the gangsters on social media videos. The whereabouts of the other victims are unknown. At least 50 fatalities.",50,"crowd size=hundreds",1693853089
HTI4526,"26 August 2023",2023,1,"Political violence",Battles,"Armed clash","Police Forces of Haiti (2017-)",,1,"Grand-Ravine Gang",,3,13,,332,Caribbean,Haiti,Ouest,Port-au-Prince,,Port-au-Prince,18.5435,-72.3388,1,"Haiti Press Network; Haiti Progress; Le Nouvelliste; Loop News Haiti; Metropole",National,"On 26 August 2023, in Port-au-Prince, Ouest, police forces shot and killed at least 10 members of the Grand-Ravine Gang during an anti-gang operation in the Carrefour-Feuilles neighbourhood. The police seized several fire weapons. At least 10 fatalities.",10,,1693853089
HTI4523,"25 August 2023",2023,1,Demonstrations,Riots,"Violent demonstration","Rioters (Haiti)",,5,"Police Forces of Haiti (2017-)",,1,15,,332,Caribbean,Haiti,Ouest,Port-au-Prince,,Port-au-Prince,18.5435,-72.3388,1,"Le Nouvelliste; Rezo Nodwes",National,"On 25 August 2023, Port-au-Prince, Ouest, several tens of residents from the Carrefour-Feuilles neighbourhood held a demonstration in front of the Ministry of Justice, the general headquarters of the Law Enforcement Unit (UDMO), and the West Departmental Directorate of the Police (DDO/PNH) to decry the violence of gangs, specially from the Grand-Ravine gang. They also demanded an intervention by military forces to defeat the gangsters. Rioters set up barricades of burning tires in Champs de Mars. Police forces guarding the Ministry's building fired shots to disperse the crowd.",0,"crowd size=several tens",1693853089
HTI4524,"25 August 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Haiti)",,3,"Police Forces of Haiti (2017-)",,1,13,,332,Caribbean,Haiti,Ouest,Port-au-Prince,,"Port-au-Prince - Delmas",18.5447,-72.3028,1,"Alterpresse; Haiti Progress; Rezo Nodwes",National,"On 25 August 2023, Port-au-Prince - Delmas, Ouest, unidentified armed men on a motorcycle shot and killed a police officer when he was about to enter his residence in Delmas 33 (drive-by). The motivation and perpetrators of the attack are unknown. 1 fatality.",1,,1693853089
HTI4516,"24 August 2023",2023,1,"Political violence","Violence against civilians",Attack,"Unidentified Gang (Haiti)",,3,"Civilians (Haiti)",,7,37,"Civilian targeting",332,Caribbean,Haiti,Ouest,"Croix Des Bouquets","Croix Des Bouquets",Croix-des-Bouquets,18.5768,-72.2263,1,"Alterpresse; Le Nouvelliste",National,"On 24 August 2023, in Croix-des-Bouquets, Ouest, overnight, unidentified gang members fired shots and attacked several neighbourhoods in the commune, including Cite Doudoune. Casualties unknown.",0,,1693853089
HTI4517,"24 August 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Haiti)","Vigilante Group (Haiti)",5,"Grand-Ravine Gang",,3,35,,332,Caribbean,Haiti,Ouest,Port-au-Prince,,Port-au-Prince,18.5435,-72.3388,1,"Le Nouvelliste",National,"On 24 August 2023, in Port-au-Prince, Ouest, mobs of residents captured and killed an unspecified number of Grand-Ravine gangsters in reprisal for an armed attack against the Carrefour-Feuilles neighbourhood earlier that day (coded separately). The attack was described as vigilante violence. Unknown fatalities coded as 3.",3,"crowd size=no report",1693853089
HTI4518,"24 August 2023",2023,1,"Political violence","Violence against civilians",Attack,"Unidentified Gang (Haiti)",,3,"Civilians (Haiti)",,7,37,"Civilian targeting",332,Caribbean,Haiti,Ouest,Port-au-Prince,,Port-au-Prince,18.5435,-72.3388,1,"Alterpresse; Haiti Standard; Le Nouvelliste; Loop News Haiti",National,"On 24 August 2023, in Port-au-Prince, Ouest, overnight, unidentified gang members attacked several neighbourhoods including Nazon, Christ Roi, and Solino. The gangsters fired shots, injuring two civilians, and set fire to at least two vehicles on Martin Luther King Avenue, affecting the facilities of a close service station. Some residents fled their homes. Earlier that day, members of the Grand-Ravine gang attacked residents in Carrefour-Feuilles (coded separately). 2 injured.",0,,1693853089
HTI4519,"24 August 2023",2023,1,"Political violence","Violence against civilians",Attack,"Grand-Ravine Gang",,3,"Civilians (Haiti)","Police Forces of Haiti (2017-)",7,37,"Civilian targeting",332,Caribbean,Haiti,Ouest,Port-au-Prince,,Port-au-Prince,18.5435,-72.3388,1,"Le Nouvelliste; Loop News Haiti",National,"On 24 August 2023, in Port-au-Prince, Ouest, in the afternoon, members of the Grand-Ravine gang attacked Savane Pistache, Saieh, and Sicot areas in the Carrefour-Feuilles neighbourhood, killing and injuring an unspecified number of civilians. Hundreds of residents fled their homes, as the gangsters set fire to some houses. Police forces used tear gas to disperse the gangsters, although the armed offensive persisted despite the officer's intervention. In reprisal, mobs of residents captured and killed some gangsters (coded separately). Unknown fatalities coded as 3.",3,,1693853089
HTI4520,"24 August 2023",2023,1,"Strategic developments","Strategic developments","Looting/property destruction","Base 5 Secondes Gang",,3,"Civilians (Haiti)","Labor Group (Haiti)",7,37,,332,Caribbean,Haiti,Ouest,Port-au-Prince,,Port-au-Prince,18.5435,-72.3388,1,"Le Nouvelliste",National,"Looting: On 24 August 2023, in Port-au-Prince, Ouest, members of the Base 5 Secondes gang looted at least 30 business establishments in Champs de Mars area.",0,,1693853089
HTI4521,"24 August 2023",2023,1,"Political violence","Violence against civilians",Attack,"Unidentified Gang (Haiti)",,3,"Civilians (Haiti)",,7,37,"Civilian targeting",332,Caribbean,Haiti,Ouest,Port-au-Prince,,"Port-au-Prince - Delmas",18.5447,-72.3028,1,"Alterpresse; Le Nouvelliste",National,"On 24 August 2023, in Port-au-Prince - Delmas, Ouest, overnight, unidentified gang members fired shots and attacked several neighbourhoods, including Delmas 30 and 32. Casualties unknown.",0,,1693853089
HTI4522,"24 August 2023",2023,1,"Political violence","Violence against civilians",Attack,"Unidentified Gang (Haiti)",,3,"Civilians (Haiti)",,7,37,"Civilian targeting",332,Caribbean,Haiti,Ouest,Port-au-Prince,,"Port-au-Prince - Tabarre",18.5833,-72.2667,1,"Alterpresse; Le Nouvelliste",National,"On 24 August 2023, in Port-au-Prince - Tabarre, Ouest, overnight, unidentified gang members fired shots and attacked several neighbourhoods in the commune. According to witnesses, the gangsters entered several factories and offices near the US Embassy. Casualties unknown.",0,,1693853089
HTI4514,"23 August 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Haiti)",,6,,,0,60,,332,Caribbean,Haiti,Artibonite,"Gros Morne","Gros Morne",Gros-Morne,19.6708,-72.6781,1,"Le Nouvelliste",National,"On 23 August 2023, in Gros-Morne, Artibonite, residents held a protest with banners against insecurity. Protesters decried the killing, on 18 August, of a known rapper artist and demanded justice for him.",0,"crowd size=no report",1693853089
HTI4515,"23 August 2023",2023,3,"Political violence","Violence against civilians","Abduction/forced disappearance","400 Mawozo Gang",,3,"Civilians (Haiti)","Labor Group (Haiti)",7,37,"Civilian targeting",332,Caribbean,Haiti,Ouest,"Croix Des Bouquets","Croix Des Bouquets",Croix-des-Bouquets,18.5768,-72.2263,1,"Le Nouvelliste; Metropole",National,"Around 23 August 2023 (month of), in Croix-des-Bouquets, Ouest, members of the 400 Mawozo gang kidnapped five technician employees of the Digitel company in La Plaine du Cul-du-Sac area. The victims were released 29 days later without a ransom payment.",0,,1693853089
HTI4546,"23 August 2023",2023,1,"Strategic developments","Strategic developments","Looting/property destruction","Grand-Ravine Gang",,3,"Civilians (Haiti)","Journalists (Haiti)",7,37,,332,Caribbean,Haiti,Ouest,Port-au-Prince,,Port-au-Prince,18.5435,-72.3388,1,"Alterpresse; Committee to Protect Journalists; Haiti Progress",Other-National,"Property destruction: On 23 August 2023, in Port-au-Prince, Ouest, overnight, members of the Grand-Ravine Gang set fire to a radio journalist's house in Carrefour-Feuilles neighbourhood. He and his family managed to escape unharmed. According to the Radio Galaxie journalist, he was targeted as the gangsters accused him of having organized anti-gang mobilizations. There were no casualties.",0,,1694459967
HTI4510,"22 August 2023",2023,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Kokorat San Ras Gang",,3,"Civilians (Haiti)",,7,37,"Civilian targeting",332,Caribbean,Haiti,Artibonite,"Gros Morne","Gros Morne",Gros-Morne,19.6708,-72.6781,2,"Loop News Haiti",National,"On 22 August 2023, near Gros-Morne, Artibonite, members of the Kokorat San Ras Gang kidnapped the passengers of a bus belonging to the Patrick Coach Line Society in Ti Bwadom neighbourhood. The whereabouts of the victims are unknown.",0,,1693853089
HTI4511,"22 August 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Haiti)","PPD: Platfom Pitit Desalin",6,,,0,60,,332,Caribbean,Haiti,Nord,"Cap Haitien","Cap Haitien",Cap-Haitien,19.7594,-72.1982,1,"Le Nouvelliste; Rezo Nodwes",National,"On 22 August 2023, in Cap-Haitien, Nord, several hundreds of supporters and militants of the Platform Pitit Desalin party (PPD), dressed in black and red clothes, held a protest demanding the resignation of Prime Minister, Ariel Henry, and decrying insecurity and unemployment, among other issues. Protesters held Russian and Chinese flags. Police forces were present, although no intervention on their side was mentioned.",0,"crowd size=several hundreds",1693853089
HTI4512,"22 August 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Haiti)",,3,"Police Forces of Haiti (2017-)",,1,13,,332,Caribbean,Haiti,Ouest,"Croix Des Bouquets","Croix Des Bouquets","Bon Repos",18.6257,-72.2709,1,"Le Nouvelliste; PNH: National Police of Haiti",National,"On 22 August 2023, in Bon Repos, Ouest, unidentified armed men attacked a police station. The shooters hid at a camp and shot against the police facilities. An armed man was arrested a day later in connection with the attack. Casualties unknown.",0,,1693853089
HTI4513,"22 August 2023",2023,1,Demonstrations,Riots,"Violent demonstration","Rioters (Haiti)",,5,,,0,50,,332,Caribbean,Haiti,Ouest,Port-au-Prince,,"Port-au-Prince - Delmas",18.5447,-72.3028,2,"Le Nouvelliste; Rezo Nodwes",National,"On 22 August 2023, between Port-au-Prince and Port-au-Prince - Delmas, Ouest, militants of social and political organizations, united under the '29 March Movement', held a demonstration against insecurity and gang violence, opposing the potential deployment of an international force in the country led by Kenya, and demanding the resignation of Prime Minister, Ariel Herny. Rioters set up barricades of burning tires on the Delmas Road. The demonstration was held on the occasion of the 232th anniversary of the Slave Revolt.",0,"crowd size=no report",1693853089
HTI4504,"21 August 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Haiti)","Students (Haiti)",6,,,0,60,,332,Caribbean,Haiti,Artibonite,"Saint Marc","Saint Marc",Saint-Marc,19.1082,-72.6938,1,"Le Nouvelliste",National,"On 21 August 2023, in Saint-Marc, Artibonite, hundreds of university students from public and private institutions held a march with banners against the violence of gangs and insecurity in the Artibonite department. Protesters shouted slogans against political and foreign diplomatic actors when they arrived to the Palace of Justice.",0,"crowd size=hundreds",1693853089
HTI4505,"21 August 2023",2023,1,"Political violence",Battles,"Armed clash","Police Forces of Haiti (2017-)",,1,"Unidentified Gang (Haiti)",,3,13,,332,Caribbean,Haiti,Nord,"Cap Haitien","Cap Haitien",Cap-Haitien,19.7594,-72.1982,1,"Le Nouvelliste; PNH: National Police of Haiti",National,"On 21 August 2023, in Cap-Haitien, Nord, police forces shot and killed a gang member during a clash in the Conassa neighbourhood. A revolver and ammunition were seized. The gangster belonged to a criminal organization operating in Pont Neuf. 1 fatality.",1,,1693853089
HTI4506,"21 August 2023",2023,1,"Political violence",Battles,"Armed clash","Grand-Ravine Gang",,3,"Police Forces of Haiti (2017-)",,1,13,,332,Caribbean,Haiti,Ouest,Port-au-Prince,,Port-au-Prince,18.5435,-72.3388,1,"Alterpresse; Le Nouvelliste",National,"On 21 August 2023, in Port-au-Prince, Ouest, members of the Grand-Ravine Gang clashed with police forces in Savane Pistache as they attacked residents and tried to take the control of the Carrefour-Feuilles neighbourhood. Several civilians were injured as the gangsters set fire to some houses. The armed clash occurred after an offensive carried out in the previous week (coded separately) by the Grand-Ravine gang to take control of the area. Several injured.",0,,1693853089
HTI4507,"21 August 2023",2023,2,"Political violence","Violence against civilians",Attack,"Unidentified Gang (Haiti)",,3,"Civilians (Haiti)",,7,37,"Civilian targeting",332,Caribbean,Haiti,Ouest,Port-au-Prince,,Port-au-Prince,18.5435,-72.3388,1,"Le Nouvelliste",National,"Around 21 August 2023 (as reported), in Port-au-Prince, Ouest, unidentified gang members attacked several areas of Port-au-Prince, including Magasin de L'Etat and Saint-Honore Streets, as they tried to take the control of these zone. No further details were available. Casualties unknown.",0,,1693853089
HTI4508,"21 August 2023",2023,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Haiti)",,3,"Civilians (Haiti)","Labor Group (Haiti); Former Government of Haiti (2017-)",7,37,"Civilian targeting",332,Caribbean,Haiti,Ouest,Port-au-Prince,,Port-au-Prince,18.5435,-72.3388,1,"Le Nouvelliste",National,"On 21 August 2023, in Port-au-Prince, Ouest, unidentified armed men on a motorcycle shot and killed two civilians who were at a hair dressing salon on La Reunion Street (drive-by). Another person was injured by the bullets. Among the fatal victims, there was the owner of the business, who was a former employee of the National Palace. The motivation for the attack is unknown. 2 fatalities, 1 injured.",2,,1693853089
HTI4509,"21 August 2023",2023,2,"Political violence","Violence against civilians",Attack,"Unidentified Gang (Haiti)",,3,"Civilians (Haiti)",,7,37,"Civilian targeting",332,Caribbean,Haiti,Ouest,Port-au-Prince,,"Port-au-Prince - Petionville",18.5132,-72.286,1,"Le Nouvelliste",National,"Around 21 August 2023 (as reported), in Port-au-Prince - Petionville, Ouest, unidentified gang members attacked the Saint-Claire Market area as they tried to take the control of the zone. No further details were available. Casualties unknown.",0,,1693853089
